startup_name,domain,round,amount_usd,investor,date,source,scraped_at,headquarters
BiteSpeed,AI-powered Customer OS for E-commerce,Pre-Series A,3500000.0,Gaurav Munjal,,,2026-04-20,Bengaluru
BiteSpeed,AI-powered Customer OS for E-commerce,Pre-Series A,3500000.0,Aakash Anand,,,2026-04-20,Bengaluru
BiteSpeed,AI-powered Customer OS for E-commerce,Pre-Series A,3500000.0,Dhruv Vohra,,,2026-04-20,Bengaluru
BiteSpeed,AI-powered Customer OS for E-commerce,Pre-Series A,3500000.0,others,,,2026-04-20,Bengaluru
M2P Fintech,API Infrastructure,Series C Round,417.5,Taj Investment Holdings,,,2026-04-20,
Febi.ai,Accounting & Tax Management SaaS,Pre-Series A Round,2000000.0,Lumis Partners,,,2026-04-20,Gurgaon
Febi.ai,Accounting & Tax Management SaaS,Pre-Series A Round,2000000.0,Virender Rana,,,2026-04-20,Gurgaon
Febi.ai,Accounting & Tax Management SaaS,Pre-Series A Round,2000000.0,Amit Chaudhary (Lenskart),,,2026-04-20,Gurgaon
Febi.ai,Accounting & Tax Management SaaS,Pre-Series A Round,2000000.0,Rohan Bhargava (Cashkaro),,,2026-04-20,Gurgaon
AdOnMo,AdTech,Undisclosed Round,,Sinar Mas,,,2026-04-20,25M
AdOnMo,AdTech,Undisclosed Round,,Rigel Capital,,,2026-04-20,25M
Creanovation Technologies Pvt. Ltd,Admissions as a Service,Funding Round,5.0,Physis Capital,,,2026-04-20,Gurugram
Crackle Technologies,Adtech,Pre-seed Round,1700000.0,We Founder Circle,,,2026-04-20,Delhi
Crackle Technologies,Adtech,Pre-seed Round,1700000.0,AC Ventures,,,2026-04-20,Delhi
Digilogic Systems India,AeroSpace,Undisclosed Round,,Negen Capital,,,2026-04-20,Hyderabad
Nautical Wings,Aerospace,Pre-Series A,,Venture Catalysts,,,2026-04-20,Bengaluru
Nautical Wings,Aerospace,Pre-Series A,,1Crowd,,,2026-04-20,Bengaluru
Agrizy,AgriTech,Series A,9800000.0,Accion,,,2026-04-20,Bengaluru
Agrizy,AgriTech,Series A,9800000.0,Omnivore,,,2026-04-20,Bengaluru
Agrizy,AgriTech,Series A,9800000.0,Capria Ventures,,,2026-04-20,Bengaluru
Agrizy,AgriTech,Series A,9800000.0,Thai Wah Ventures,,,2026-04-20,Bengaluru
Agrizy,AgriTech,Series A,9800000.0,Ankur Capital,,,2026-04-20,Bengaluru
Omnivore,AgriTech,Funding Round,5000000.0,Proparco,,,2026-04-20,Mumbai
Terractive,AgriTech,Pre-Series A,8.0,Fireside Ventures,,,2026-04-20,Mumbai
Terractive,AgriTech,Pre-Series A,8.0,DeVC (anchored by Z47),,,2026-04-20,Mumbai
Bio Prime,Agribiotech,Series A,6000000.0,Edaphon,,,2026-04-20,Pune
Bio Prime,Agribiotech,Series A,6000000.0,Omnivore,,,2026-04-20,Pune
Bio Prime,Agribiotech,Series A,6000000.0,Inflexor,,,2026-04-20,Pune
Waycool,Agriculture supply chain,Debt Financing,100.0,Grand Anicut,,,2026-04-20,Chennai
Track3D,Ai Construction Industry,Seed Round,4300000.0,Endiya Partners,,,2026-04-20,-
Track3D,Ai Construction Industry,Seed Round,4300000.0,Shadow Ventures,,,2026-04-20,-
Track3D,Ai Construction Industry,Seed Round,4300000.0,Monta Vista Capital,,,2026-04-20,-
Anicut Capital,Alternative Asset Management,Private Credit Fund 3,11000000.0,GIFT City Structure,,,2026-04-20,Chennai
Livpure,Appliances,Funding Round,208.0,M&G Investments,,,2026-04-20,Gurugram
Livpure,Appliances,Funding Round,208.0,Ncubate Capital Partners,,,2026-04-20,Gurugram
Social Hardware,Assistive Devices,Seed Round,3.2,Inflection Point Ventures,,,2026-04-20,Bengaluru
Social Hardware,Assistive Devices,Seed Round,3.2,Ivyleague Ventures,,,2026-04-20,Bengaluru
Social Hardware,Assistive Devices,Seed Round,3.2,Soonicorn Ventures,,,2026-04-20,Bengaluru
Kapiva,Ayurvedic,Series C,,OrbiMed Asia,,,2026-04-20,$10 million
Agrim,B2B Agri-inputs,Series B,17300000.0,Asia Impact,,,2026-04-20,Gurugram
