startup_name,domain,round,amount_usd,investor,date,source,scraped_at,headquarters
OneCell Diagnostics,Cancer Diagnostics,Series A,16000000.0,Singularity Ventures,,,2026-04-20,Pune
Funstop Games,Casual Gaming,Series A,5000000.0,360 ONE Asset,,,2026-04-20,Delhi
Funstop Games,Casual Gaming,Series A,5000000.0,InfoEdge Ventures,,,2026-04-20,Delhi
RecommerceX,Chemical Recycling,Seed Round,3600000.0,Accel,,,2026-04-20,Noida
RecommerceX,Chemical Recycling,Seed Round,3600000.0,Kae Capital,,,2026-04-20,Noida
Mstack Chemicals,Chemical manufacturing,Series A,40000000.0,Lightspeed,,,2026-04-20,"Houston, TX, United States"
Mstack Chemicals,Chemical manufacturing,Series A,40000000.0,Alphawave,,,2026-04-20,"Houston, TX, United States"
Exposome,Clean-tech,Pre-Series A,10.0,Colossa Ventures,,,2026-04-20,Mumbai
Exposome,Clean-tech,Pre-Series A,10.0,3i Partners,,,2026-04-20,Mumbai
Exposome,Clean-tech,Pre-Series A,10.0,Bhukhanvala Holdings,,,2026-04-20,Mumbai
Exposome,Clean-tech,Pre-Series A,10.0,Excel Industries,,,2026-04-20,Mumbai
Exposome,Clean-tech,Pre-Series A,10.0,Spectrum Impact,,,2026-04-20,Mumbai
Agrileaf,Cleantech,Growth,2000000.0,Capital-A,,,2026-04-20,"Belthangady Taluk, Daskshina Kannada District"
Agrileaf,Cleantech,Growth,2000000.0,Samarsh Capital,,,2026-04-20,"Belthangady Taluk, Daskshina Kannada District"
Hygenco,Cleantech,Debt,50.0,Trifecta,,,2026-04-20,Gurugram
ReCircle,Cleantech,Bridge Funding Round,,Venture Catalysts,,,2026-04-20,Mumbai
ReCircle,Cleantech,Bridge Funding Round,,Mumbai Angels,,,2026-04-20,Mumbai
ReCircle,Cleantech,Bridge Funding Round,,HNIs,,,2026-04-20,Mumbai
Avaana Capital,Climate & Sustainability Tech,New Fund,135000000.0,Fundraising for climate,,,2026-04-20,Mumbai
Avaana Capital,Climate & Sustainability Tech,New Fund,135000000.0,sustainability tech startups,,,2026-04-20,Mumbai
Sustainiam,Climate Tech,Maiden Funding Round,1450000.0,Orios Venture Partners,,,2026-04-20,Bengaluru
Sustainiam,Climate Tech,Maiden Funding Round,1450000.0,Shilpa Shetty Kundra,,,2026-04-20,Bengaluru
Sustainiam,Climate Tech,Maiden Funding Round,1450000.0,Rajesh Sawhney,,,2026-04-20,Bengaluru
Sustainiam,Climate Tech,Maiden Funding Round,1450000.0,Harsh Vardhan Bhagchandka,,,2026-04-20,Bengaluru
Sustainiam,Climate Tech,Maiden Funding Round,1450000.0,Vinit Bhansali,,,2026-04-20,Bengaluru
Resilience AI,Climate Technology,Seed Round,1000000.0,Kalaari Capital (CXXO Initiative),,,2026-04-20,Gurugram
Curefoods Raises,Cloud Kitchen,,9600000.0,Binny,,,2026-04-20,Bengaluru
Curefoods Raises,Cloud Kitchen,,9600000.0,Jitender Kumar Bansal,,,2026-04-20,Bengaluru
LambdaTest,Cloud-Based Testing Platform,Funding Round,38000000.0,Avataar Ventures,,,2026-04-20,San Francisco
LambdaTest,Cloud-Based Testing Platform,Funding Round,38000000.0,Qualcomm Ventures,,,2026-04-20,San Francisco
Neuron7.ai,Cloud-based Service Intelligence,Series B,44000000.0,Smith Point Capital,,,2026-04-20,United States
Blue Tokai,Coffee and Bakery,Series C,35000000.0,Verlinvest,,,2026-04-20,Gurugram
Blue Tokai,Coffee and Bakery,Series C,35000000.0,Anicut Capital,,,2026-04-20,Gurugram
Blue Tokai,Coffee and Bakery,Series C,35000000.0,A91 Partners,,,2026-04-20,Gurugram
Pakka Limited,Compostable Packaging,Funding Round,244.7,Undisclosed,,,2026-04-20,Kanpur
Yu,Consumer Food,Series B,55.0,Ashish Kacholia,,,2026-04-20,Gurugram
Yu,Consumer Food,Series B,55.0,Asian Promoter Group,,,2026-04-20,Gurugram
Billion Hearts,Consumer Tech,Funding Round,4000000.0,Blume Ventures,,,2026-04-20,New Delhi
Zetwerk,Contract Manufacturing,Fresh Funding,70000000.0,Khosla Ventures,,,2026-04-20,Bengaluru
Zetwerk,Contract Manufacturing,Fresh Funding,70000000.0,Baillie Gifford,,,2026-04-20,Bengaluru
Zetwerk,Contract Manufacturing,Fresh Funding,70000000.0,Rakesh Gangwal,,,2026-04-20,Bengaluru
Candytoy Corporate,Corporate Services,Series A,110.0,Domestic investors,,,2026-04-20,Bengaluru
Candytoy Corporate,Corporate Services,Series A,110.0,HNIs,,,2026-04-20,Bengaluru
Candytoy Corporate,Corporate Services,Series A,110.0,angel investors,,,2026-04-20,Bengaluru
Candytoy Corporate,Corporate Services,Series A,110.0,institutional investors,,,2026-04-20,Bengaluru
Supersquad,Creator Monetization,Funding Round,2.1,WLDD,,,2026-04-20,Mumbai
Supersquad,Creator Monetization,Funding Round,2.1,Nitin Rajput,,,2026-04-20,Mumbai
Supersquad,Creator Monetization,Funding Round,2.1,Jivraj Singh Sachar,,,2026-04-20,Mumbai
OneCard,Credit Card Issuance,Fresh Funding,25500000.0,QED Investors,,,2026-04-20,Pune
OneCard,Credit Card Issuance,Fresh Funding,25500000.0,Peak XV Partners,,,2026-04-20,Pune
OneCard,Credit Card Issuance,Fresh Funding,25500000.0,Z47,,,2026-04-20,Pune
OneCard,Credit Card Issuance,Fresh Funding,25500000.0,Better Tomorrow Ventures,,,2026-04-20,Pune
SaveSage Club,Credit Card Management,Angel Funding,2.5,iSEED,,,2026-04-20,Gurugram
SaveSage Club,Credit Card Management,Angel Funding,2.5,Alluvium Fund,,,2026-04-20,Gurugram
SaveSage Club,Credit Card Management,Angel Funding,2.5,LetsVenture Fund,,,2026-04-20,Gurugram
SaveSage Club,Credit Card Management,Angel Funding,2.5,angel investors,,,2026-04-20,Gurugram
Skydo,Cross-border Payments,Equity Round,5000000.0,Elevation Capital,,,2026-04-20,Bengaluru
Skydo,Cross-border Payments,Equity Round,5000000.0,Angel Investors,,,2026-04-20,Bengaluru
LiaPlus AI,Customer Support Solutions,Seed Round,2.0,Inflection Point Ventures,,,2026-04-20,New Delhi
LiaPlus AI,Customer Support Solutions,Seed Round,2.0,Chandigarh Angel Network,,,2026-04-20,New Delhi
LiaPlus AI,Customer Support Solutions,Seed Round,2.0,Growth91,,,2026-04-20,New Delhi
Country Delight,D2C,Debt Financing,200.0,Alteria Capital,,,2026-04-20,Gurugram
DailyObjects,D2C - Tech Accessories,New Funding Round,86.0,360 One Ventures,,,2026-04-20,
Zouk,D2C Bags & Luggage,Series B,10000000.0,Aavishkaar Group,,,2026-04-20,Mumbai
Zouk,D2C Bags & Luggage,Series B,10000000.0,Stellaris Venture Partners,,,2026-04-20,Mumbai
Zouk,D2C Bags & Luggage,Series B,10000000.0,Titan Capital,,,2026-04-20,Mumbai
Zouk,D2C Bags & Luggage,Series B,10000000.0,Sharrp Ventures,,,2026-04-20,Mumbai
Zouk,D2C Bags & Luggage,Series B,10000000.0,JJ Family,,,2026-04-20,Mumbai
Boldfit,D2C Fitness & Supplements,Fresh Funding Round,110.0,Bessemer Venture Partners,,,2026-04-20,Bengaluru
MasterChow,D2C Food Products,Series A,6500000.0,Tanglin Venture Partners,,,2026-04-20,New Delhi
WickedGud,D2C Food Products,Seed,20.0,Orios Venture Partners,,,2026-04-20,Mumbai
Power Gummies,D2C Gummies,Bridge Round,10.0,Jaipuria Family Office,,,2026-04-20,New Delhi
Power Gummies,D2C Gummies,Bridge Round,10.0,Quadrant,,,2026-04-20,New Delhi
Power Gummies,D2C Gummies,Bridge Round,10.0,100unicorn,,,2026-04-20,New Delhi
Power Gummies,D2C Gummies,Bridge Round,10.0,DSGCP,,,2026-04-20,New Delhi
Power Gummies,D2C Gummies,Bridge Round,10.0,Wipro Consumer,,,2026-04-20,New Delhi
Power Gummies,D2C Gummies,Bridge Round,10.0,Venture Catalysts,,,2026-04-20,New Delhi
Power Gummies,D2C Gummies,Bridge Round,10.0,others,,,2026-04-20,New Delhi
Arata,D2C Haircare,Series A,4000000.0,Unilever Ventures,,,2026-04-20,New Delhi
Arata,D2C Haircare,Series A,4000000.0,L’Oréal’s BOLD Ventures,,,2026-04-20,New Delhi
